id,question,options,answer
609d75f1-6186-4f59-b94e-12676047d0ec-97269,2m দৈর্ঘ্যের একটি দড়িকে টেনে 4mবানানো হলে বিকৃতি-,['0.5' '1' '1.5' '2'],B
85a3858a-96e4-48ef-873e-28de9fd19d08-10651,নিচের কোনটির উপর স্প্রিং ধ্রুবক নির্ভর করে না? ,"['জ্যামিতিক গঠনের উপর ' 'স্প্রিংয়ের আয়তনের উপর '
 'পদার্থের স্থিতিস্থাপতার উপর ' 'স্প্রিং এর দৈর্ঘ্যের উপর ']",B
b6fd4a74-a050-4925-8c1c-2d0b23e8dade-36851,সূর্যের ভরের কাছাকাছি কোনাে নক্ষত্র যখন সুপারনােভা হিসাবে বিস্ফোরিত হয় তখন তাকে বলা হয় -,['সুপার স্টার' 'ব্ল্যাক স্টার' 'নিউট্রন স্টার' 'পজিট্রন স্টার'],C
1045d41d-428a-4333-834b-8a6ff153fcc8-148136, `vecF = (2hati + 3hatj)N` এবং `vecr = (3hati + 4hatj -2hatk) m` হলে W = ?,['4 J' '18 J' '20 J' '22 J'],B
2b528bf3-1972-4b82-9663-cd4d47afbea5-80256,একটি 9.11×10-31kg এর ইলেকট্রন প্রোটনের চারদিকে 5.2×10-11m ব্যাসার্ধের বৃত্তাকার পথে 2.18×106ms-1 বেগে প্রদক্ষিণ করলে কেন্দ্রমুখী বল হবে- ,['8.01×10-8 N' '1.08×10-8 N' '8×10-6 N' '80.1×10-8 N'],A
b3ac99ea-16c5-4c72-9b8f-017daa607378-147833,"P ও Q বিন্দুর স্থানাঙ্ক যথাক্রমে (−3,4,5) এবং (3,−2,4) হলে −−→PQPQ→ কত?","['−3→i−2→j+5→k-3i→-2j→+5k→' '2→j+9→k2j→+9k→' '-6→j+6→j+→k'
 '`6veci-6vecj-veck`']",D
617e824d-e55e-4b0e-9ba7-5a2412093912-67245,যোজন ব্যান্ড এবং পরিবহন ব্যান্ড পরস্পর মিশে গেলে পদার্থটির প্রকৃতি কি?,['পরিবাহীর' 'অতি পরিবাহী' 'অন্তর' 'অপরিবাহী'],A
39eb18a9-11df-40ad-bb9e-c0c81ab2bfc3-70478,কোন লোড 100V --এর বিদ্যুৎ সঞ্চালন লাইনে লাগালে তা 200 wait শক্তি গ্রহণ করে। উক্ত লােডটি 200V -এর বিদ্যুৎ সঞ্চালন লাইনে লাগালে কত শক্তি গ্রহণ করবে?,['100 w ' '200 w ' '400 w ' '800 w '],D
8d49d7db-d153-42d4-b93a-554e5b87e748-76250,L দৈর্ঘ্যের এক মুখ খোলা নলে উৎপন্ন শব্দের বেগ v হলে উহার দ্বিতীয় উপসুরের কম্পাঙ্ক হবে-,['v/4L' '3v/4L' '7v/4L' '5v/4L'],D
12baf886-564c-4f07-89ab-afb4866570f5-15034,দুটি কোষের তড়িচ্চালক বলের তুলনা করা যায় কোনটির সাহায্যে? ,['অ্যামিটার ' 'ভোল্টমিটার ' 'পোটেনশিওমিটার ' 'মিটার ব্রীজ '],C
8517dbeb-a539-45ab-8941-227f02629326-131689,আলোক তড়িৎ ক্রিয়া সংক্রান্ত আইনস্টাইনের সমীকরণ কোনটি?,"['`E_max=hnu+W_0`' '`eV_0+hnu=W_0`' '`E_max+hnu=W_0`'
 '`1/2mv_max^2+W_0=hnu`']",D
47c7ca16-27e4-4060-957e-3bff53c97c4d-126800,একটি গাড়ির ভরবেগের মান তার গতিশক্তির সমান। গাড়িটির বেগ কত?,['5 ms-1' '0.5 ms-1' '2 ms-1' '4 ms-1'],C
d668976a-b67d-4f85-9517-349ee03776dd-114815,একটি ট্রেন বাঁশি বাজাতে বাজাতে প্লাটফর্মে দাড়ানো একজন দর্শককে অতিক্রম করার সময় এর আপাত প্রতীয়মান কম্পাঙ্ক 5:4 অনুপাতে পরিবর্তিত হয়। যদি বাতাসে শব্দের বেগ 330ms-1 হয় তবে ট্রেনটির বেগ কত?,['36.67 ms-1' '66 ms-1' '67.84ms-1' '74.78 ms-1'],A
b4ca15ec-9e56-49be-b9fe-b38de459b78c-76723,স্থিতিস্থাপক ক্লান্তি সম্পর্কে ধারনা দেন -,['নিউটন' 'প্লাঙ্ক' 'কেলভিন' 'আইনস্টাইন'],C
8072b5bf-9f57-4d36-91b3-c7fde29190db-91221,দুটি উৎস হতে সমদশায় একই তরঙ্গদৈর্ঘ্যের দুটি আলোক তরঙ্গ নিঃসৃত হলে তাদের কি বলে?,['গৌণ' 'সুসঙ্গত' 'প্রধান' 'সবগুলো'],B
45664811-aa53-4cbb-b3ea-3c3a6a8e7140-37980,100Ω রোধের একটি গ্যালভানোমিটার 10mA তড়িৎ নিরাপদে গ্রহণ করতে পারে। 10A তড়িৎ প্রবাহ মাপার জন্য কত রোধের একটি শান্ট দরকার ?,['0.0002Ω' '0.1102Ω' '0.2002Ω' '0.0012Ω'],B
fee01449-e11b-446f-93fb-411ed6d0add2-66854,40N ওজনের বস্তুকে মেঝে থেকে 2m উচুতে 2s ধরে রাখতে কাজের পরিমাণ হবে-,['0J' '40J' '120J' '240J'],A
2d47d4d9-5b1c-4730-aa1f-263c9a0d7e82-15742,দুটি সমান ভেক্টর হতে শুণ্য ভেক্টর পেতে এদের মধ্যবর্তী কোণ হবে_,['0°' '45°' '90°' '180°'],D
5227dfd9-694a-4b97-99bf-d18582b94ab0-3100,পৃথিবীর কেন্দ্রে g এর মান -,['অসীম' 'সর্বোচ্চ' 'শূন্য' 'সর্বনিম্ন'],C
917fc074-d7a0-46b8-a8d3-ee84d23a8f31-21984,জড়তার ভ্রামকের একক কোনটি?,['Kg m2' 'Kg m' 'Kg m-2' 'Kg m-1'],A
7d3fa4fd-bba1-4bfe-803d-c58201522684-37475,কোনো স্থানের H=40μT এবং δ= 45°।ঐ স্থানে ভূ-চৌম্বকক্ষেত্রের মান কত?,['50.5 μT' '55.5 μT' '53.5 μT' '56.6 μT'],D
f02044b9-265a-4abb-80c7-7791a454da69-137263,4020Ca এবং 3919K হচ্ছে-,['আইসোটোপ' 'আইসোবার' 'আইসোমার' 'আইসোটোন'],D
6114240f-b116-46b9-8c5c-6d91856df7c9-1321,100 হার্জ ও 110 হার্জ কম্পাংকের দুটি সুরশলাকা যথাক্রমে A ও B । B এর বাহুতে সামান্য পরিমাণ মোম লাগিয়ে A ও B কে একত্রে শব্দায়িত করলে প্রতি সেকেন্ডে 5টি বিট উৎপন্ন হয়।,['10:11' '20:21' '11:10' '21:20'],B
13122ff1-177f-47a6-a5c0-54d0f47a5eb1-121492,5kg ভরের একটি দৃঢ় বস্তু ঘূর্ণন অক্ষ থেকে 1.5m দূরে 5rad/s কৌণিক দ্রুতিতে ঘুরছে । এর জড়তার ভ্রামক কত?,['12kgm2' '12.75kgm2' '11kgm2' '11.25kgm2'],D
921fe199-ecff-413d-b669-8028cedf0203-66592,9.8 ms-1 বেগে একটি পাথরকে ওপরের দিকে ছোড়া হলে কত সেকেন্ড পর এটি ভূ পৃষ্ঠে ফিরে আসবে?,['1 s' '2 s' '4.9 s' '9.8 s'],B
a2d96acb-56e4-43bb-b1e0-295dc803cf63-71158,20Ω রোধের একটি গ্যালভানোমিটারের সাথে 0.1Ω রোধ বিশিষ্ট একটি শান্ট যুক্ত করা হলে পূর্বের তুলনায় কতগুণ বেশি প্রবাহ মাপা যাবে?,['210গুণ' '200গুণ' '199গুণ' '20.1গুণ'],B
15353d73-17fe-4170-82c2-9c72ded24fe6-90956,10 BOT unit = কত kWh?,['5' '1' '10' '5x106'],C
cca15dd5-5871-452f-9c13-62c0f7b44b20-129960,1×10-6C ও 2×10-6C এর ২টি চার্জ 10cm দূরত্বে আছে। এদের জন্য তড়িৎ প্রাবল্য শূন্য হবে —,"['1×10-6C চার্জ থেকে 0.041m দূরে' '1×10-6C চার্জ থেকে 0.41m দূরে'
 '2×10-6C চার্জ থেকে 0.41m দূরে' '2×10-6C চার্জ থেকে 0.041m দূরে']",A
95a8d65d-fd14-4ced-bd57-62fef89ac4c9-60076,নিউট্রন তারকা সংকুচিত হয়ে কীসে পরিণত হয়?,['সুপারনোভা' 'পালসার' 'কৃষ্ণবস্তু' 'ব্ল্যকহোল'],D
6e838fbc-e849-41b1-8338-ac2862984179-27608,সান্দ্রতাংকের উপর তাপমাত্রা ও চাপের প্রভাবের ক্ষেত্রে কোনটি সঠিক নয়?,"['তরল পদার্থের সান্দ্রতা তাপমাত্রা বৃদ্ধির সাথে দ্রুত হ্রাস পায়'
 'গ্যাসের সান্দ্রতা গ্যাস অণুসমূহের গড় বেগের সমানুপাতিক'
 'গ্যাসের সান্দ্রতাংক চাপের উপর নির্ভরশীল'
 'চাপ বৃদ্ধি পেলে তরল পদার্থের সান্দ্রতাংক বৃদ্ধি পায়']",C
bd5b620e-9571-4b28-9932-a0119510c524-55305,"পানি, বরফ ও জলীয়বাষ্প কোন তাপমাত্রায় একসাথে থাকতে পারে?",['273.16 K' '0°C' '4°C' '100°C'],A
88cf2ef9-52cd-42c4-99ab-78039d97e070-138331,সমযোজী বন্ধনের উদাহরণ কোনটি?,['হাইড্রোজেন অণু' 'ক্যালসিয়াম ক্লোরাইড' 'নিয়ন' 'সোডিয়াম ক্লোরাইড'],A
f936fba7-e32f-4827-80ed-6db858bd34b2-8308,একটি তেজস্ক্রিয় পদার্থের অর্ধায়ু 30 min হলে 20% ক্ষয় থেকে 70% ক্ষয় হতে কত সময় লাগবে ?,['20 min' '30.42 min' '42.45 min' '53.53 min'],C
a98a96a7-7ccb-492c-a946-a5577f740930-28031,তাপের যান্ত্রিক সমতার একক হলো —,['ক্যালরি / গ্রাম' 'জুল / ক্যালরি' 'ক্যালরি / জুল' 'জুল-ক্যালরি'],B
d424344f-ef2d-41c7-908c-dd98e9a635cd-61351,1 mm2 প্রস্থচ্ছেদ বিশিষ্ট একটি ইস্পাত তারের দৈর্ঘ্য 5% বৃদ্ধি করতে বলের প্রয়োজন- [Y=2 × 1011 Nm-2],['104 N' '108 N' '105 N' '107 N'],A
c9d03a4f-320c-4292-aac2-dd8f89784c46-124359,নিচের কোনটি সরল দোলন গতির বৈশিষ্ট্য নয়?,"['মধ্যস্থানে বেগ শূন্য' 'ত্বরণ সরণের সমানুপাতিক' 'পর্যায়বৃত্ত গতি'
 'সরলরেখায় ঘটে']",A
3aa0bb02-2240-4874-9d5f-b1741df4d4d1-91380,তরলে পৃষ্ঠে কোনো তেল বা চর্বি জাতীয় পদার্থ ভাসমান থাকলে তরলের পৃষ্ঠটান কি হয়?,['বেড়ে যায়' 'কমে যায়' 'সমান থাকে' 'শুন্য হয়'],B
e916542a-4979-413e-842c-fa2e6ba479d2-62649,নিউক্লিয়াসের ব্যাসার্ধ কত?,['1.75×10-15 cm' '1.75×10-15 m' '1.75×10-10 m' '1.75×10-10 cm'],B
d5e9fccc-926f-46f9-a7c4-7e26f1a53227-97863,12 কুলম্ব চার্জকে একস্থান হতে অন্যস্থানে আনতে কাজ করা হবে যদি বিভব পার্থক্য 500 ভোল্ট হয়?,['4×1010 erg' '7×1010 erg' '6×1010 erg' '5×1010 erg'],C
9e91c19b-7e1f-4e80-ade3-b71780d2eacc-35452,আলফা সেন্টোরাই মিল্কিওয়ে গ্যালাক্সি হতে কত আলোকবর্ষ দূরে রয়েছে?,['2.4' '4.3' '3.4' '5.3'],B
9cbf7570-4f13-4e3a-b352-c549c3f657cf-43763,একটি বস্তুকণার ভর 9.1×10-28kg. এর পুরোটাই শক্তিতে রূপান্তরিত হলে কি পরিমান শক্তি পাওয়া যাবে?,['8.19×10-11J ' '8.29 J' '8.29×10-22J' '8.20×10-12J '],A
b2a01c70-b5b3-4ecc-89e2-9ea84cc6c722-60455,অর্ধ চক্রের জন্য দিক পরিবর্তী প্রবাহের গড় মান—,['1.57 × I' '0.9 × Imax' '0.707 × I0' '0.637 × I0 '],D
2418b3b3-e29a-49dc-a2a8-0f486209a2d3-98877,কোনো বস্তুর ভর (100kg± 2%) এবং আয়তন (100m3± 3%)।,['5 kgm-3' '5gm m-3' '0.5 kg m-3' '0.5 kg ft-3'],A
1ba7033f-3dea-4268-bd7a-e457fb0feb06-111354,লাল ও বেগুনি বর্ণের আলোর সাপেক্ষে কোনো মাধ্যমের প্রতিসরাঙ্ক যথাক্রমে ur এবং uv হলে -,['μr>μv' 'μr<μv' 'μr=μv' 'কোনটিই নয়'],B
15d8296c-1f3c-406a-badf-97c4105b4a16-127645,"একটি সামান্তরিকের দুটি সন্নিহিত বাহু `vecP=hati-hatj+hatk,vecQ=hati+hatj-hatk` নির্দেশ করে তবে সামান্তরিকের ক্ষেত্রফল নির্ণয় করো।",['2√2' '1' '√2' '4√2'],A
